Species,Community,r,CUE,Abundance
c180,2,0.4702957846595412,0.548294141439032,1.3756930279575663e-06
c147,2,0.4743307135918903,0.5485998800353509,8.626799319577097e-06
c443,2,0.48568311815786824,0.5501800530789989,0.002025759183849865
c943,2,0.4666010001481691,0.5457114209145822,9.872071172488262e-08
c309,2,0.490963266077798,0.5553529342435226,0.1352775562568427
c303,2,0.4682432585376497,0.5466432891246846,5.417261393644957e-07
c763,2,0.48689598504285325,0.552930492042614,0.013118750280803136
c985,2,0.4918895127986836,0.5579580360838634,0.5503382841253595
c709,2,0.4921958061166197,0.5573466694623379,1.434390667149463
c336,2,0.49064221868150165,0.5540005956813439,0.059345322593523354
c313,2,0.48734211404778116,0.552501929078707,0.015577567725123573
c87,2,0.46656108777727234,0.5433098068694987,4.9629395067969786e-08
c538,2,0.4725903618984755,0.5480854373338444,3.010168358296539e-06
c547,2,0.47123782659370017,0.5503164378899165,2.5238067251472842e-06
c785,2,0.4627786180129403,0.5467565793115203,2.554689240332752e-08
c679,2,0.459333432495394,0.5431606535137097,1.3855573398120607e-09
c243,2,0.479337980993345,0.5541507867102741,0.0005096107274520518
c366,2,0.4757521809405144,0.5515294730696041,2.4008326107640276e-05
c140,2,0.46683981955243764,0.5449325861912573,1.5547778911072683e-07
c550,2,0.48982228732077243,0.5534741517370517,0.04993839790412148
c325,2,0.4785059386911616,0.5497365064086132,8.256165044851666e-05
c614,2,0.48345360950639743,0.5478258379742917,0.0004065559575912277
c120,2,0.49247724750890987,0.5538802377024117,0.4911715818975456
c592,2,0.47663649374924744,0.5506080068255008,4.1369819833729126e-05
c519,2,0.4714020672590698,0.5483442960591364,3.279432315656021e-06
c355,2,0.4602480400964326,0.5416605114269621,2.3878129233178157e-09
c29,2,0.4778003813083898,0.5535688974641054,0.00026026817572509243
c701,2,0.4829937198064558,0.5534782689210427,0.0013529042822349195
c668,2,0.4755574764758998,0.5475764407698057,7.620037625875121e-06
c539,2,0.47920648795331,0.5484694668756473,7.173435008444042e-05
c533,2,0.46989281074229733,0.5477556684564829,1.1579057528415106e-06
c744,2,0.477720088314924,0.5468270434411936,5.3058510407306094e-05
c576,2,0.46903814177654707,0.549138520773232,1.3410370660072904e-06
c673,2,0.48241372536304644,0.5532443706676523,0.001550631433547273
c566,2,0.4845174589903462,0.5533215010648451,0.004544675094171156
c950,2,0.4807464128852457,0.5488923232772754,0.0002177377188322325
c245,2,0.4710135314371682,0.5478793706522265,1.653666824228441e-06
c183,2,0.4534466175983136,0.541451645435818,1.077141473210746e-10
c436,2,0.47272192923987477,0.550714308877361,2.8363054860321835e-06
c582,2,0.4689656963816287,0.5479140097872548,5.025458954942648e-07
c853,2,0.4699132499383486,0.5465880266445784,1.0397662896335004e-06
c664,2,0.4923645667644049,0.5556740275518718,0.7273637210195839
c438,2,0.47329488579036705,0.5488536632857406,6.2351027742560995e-06
c585,2,0.46378228229072255,0.5498406202979882,9.043554483684529e-08
c115,2,0.47973740341686594,0.550725199685876,0.00032792531896632445
c946,2,0.4872342676293273,0.5507925175439605,0.006872242323432463
c441,2,0.46570619629425647,0.5491585304769118,2.4686069850286913e-07
c203,2,0.476004178875606,0.5514533384559648,6.391023709015437e-05
c727,2,0.4809787253694023,0.5506064375011412,0.0007550313448562713
c241,2,0.4815807829531362,0.551734172388936,0.0008516259299965177
c367,2,0.49152981400892004,0.5552814738163513,0.18158528209987898
c48,2,0.48270812159557047,0.5539559170222139,0.0014129901608972218
c986,2,0.4898778380181862,0.5534582235452553,0.04690396454328024
c398,2,0.47867507460436004,0.552628552077546,0.00017467527119356584
c607,2,0.4701527338818481,0.5489670101179014,1.6360127558420624e-06
c109,2,0.4861849501104852,0.5511003235283476,0.00468737489274853
c97,2,0.4856640004265002,0.5520557601561791,0.005017782643066776
c67,2,0.4802506926816516,0.552628635003912,0.0004927904656319733
c17,2,0.47984326417434686,0.5524161415642335,0.00045107507462929005
c401,2,0.4818140161830953,0.5504640789896627,0.0004836272654823772
c941,2,0.4705063173929035,0.5492046660296996,9.677225150988414e-07
c178,2,0.491914997147635,0.5609804777696824,1.4242474292696945
c525,2,0.4805864924519068,0.5518756724087275,0.000612783738529943
c406,2,0.45474910285238557,0.5425487544764444,9.327991180696302e-11
c204,2,0.4789205170370864,0.5501102652795183,0.00022426821120899128
c813,2,0.4920398499562248,0.5579699319570455,0.8368983720705784
c40,2,0.46511581578227335,0.5425074149322618,2.1809598945813846e-08
c497,2,0.4696443895252764,0.5460535109360463,3.7988481850482755e-07
c544,2,0.4913238188809132,0.5552184898932094,0.11413498090275351
c726,2,0.4923321930876775,0.5548447954525713,0.3808202560306427
c10,2,0.47665786565680107,0.5492021830100173,5.685752706520931e-05
c254,2,0.47033071843864366,0.5486364350017363,9.955404171313424e-07
c910,2,0.49207078597985465,0.557895525570629,0.6695040818882932
c186,3,0.4591660330472115,0.5430276420600085,7.752979506676962e-10
c96,3,0.4786333725522395,0.5504066114916384,9.08345546133424e-05
c600,3,0.4863811212382278,0.5534699681676545,0.009115493332607206
c511,3,0.47417799700630403,0.5498639382770766,3.6575886569413343e-06
c164,3,0.47050962986305567,0.5487975668262346,1.6029119271201994e-06
c966,3,0.47030175243668715,0.5484768010164143,7.854246194864389e-07
c742,3,0.4878360269733786,0.5553596755626617,0.022186254399842894
c753,3,0.47314834841672754,0.5462133076161118,1.0519235143571559e-06
c267,3,0.49211777315151484,0.5530721881717111,0.053220910176063375
c480,3,0.473678483825827,0.5460541002594412,2.9859424518309156e-06
c63,3,0.46578115280767596,0.5472995812079505,7.59603507183235e-08
c851,3,0.47841112835844335,0.5486007386729568,3.8092518332717846e-05
c631,3,0.4875744825429189,0.5515135938642959,0.0035601162489825697
c198,3,0.4545982629540939,0.5435447580285802,1.421026408139053e-10
c573,3,0.46319983030343503,0.5444379024415162,7.687427939661292e-09
c976,3,0.48331032252541806,0.5524244361295644,0.0013029260717532319
c587,3,0.47118777644497145,0.5498966940257312,1.0935943397129746e-06
c100,3,0.47123631059866655,0.5492741263799911,2.7474881703522327e-06
c324,3,0.47201900996489177,0.5469494939412132,1.435876484293437e-06
c517,3,0.4645670500019353,0.5435444763096797,1.827354971890395e-08
c672,3,0.49050317755416184,0.5569175800282695,0.2218481849992515
c130,3,0.4901944591134928,0.5552692485161111,0.03382505138190183
c5,3,0.4828758183625239,0.554487811626211,0.0020258866557966936
c378,3,0.4845150072178068,0.5513679240610225,0.001383719091431393
c506,3,0.46687910499908103,0.5466862266732102,1.410122262376669e-07
c18,3,0.45804442189512934,0.5441024211618556,3.862175880892364e-10
c255,3,0.48310872148334827,0.5522781857974299,0.0013022305732299459
c626,3,0.4785406832145741,0.5497156829097267,6.1390420844561e-05
c354,3,0.4920565197712889,0.552463653141879,0.09824857753245349
c127,3,0.46865446379686637,0.5442050365882177,1.1077001084099223e-07
c213,3,0.46840813772390355,0.5471908331394559,2.7986215285940587e-07
c112,3,0.4824032695470226,0.5529522156606721,0.0011786821536576184
c216,3,0.4785250221768501,0.5509285000745074,9.847026340613573e-05
c6,3,0.4722146696117264,0.548948302717134,1.4759770029664118e-06
c257,3,0.48982033591341645,0.5576250896031787,0.13684308811054188
c196,3,0.4698761545671255,0.5457307218325739,5.074773132950036e-07
c898,3,0.4709823236313288,0.5490657387617474,1.4153829560350433e-06
c666,3,0.4904093773748316,0.5575648055219455,0.15584137497422687
c675,3,0.47489851498322966,0.5466598655197935,2.657790553624594e-06
c142,3,0.47478034344493086,0.5509151297054679,1.6385988831490976e-05
c509,3,0.4917740127262179,0.5605468339255661,1.3262153244973987
c82,3,0.4794279439952921,0.549379674956092,5.5758751669651615e-05
c281,3,0.483948498373981,0.551451298862289,0.0010614201846127944
c921,3,0.47035092964770775,0.5505976472153037,1.291054009647375e-06
c187,3,0.45687456240442303,0.5433334964340619,2.999327655366557e-10
c711,3,0.4633985411969692,0.5456727668235954,1.3645856015093072e-08
c914,3,0.4767438135191441,0.547244192165304,1.8994965247052844e-05
c514,3,0.47845473966288643,0.5506357551099523,7.059588270396432e-05
c568,3,0.47450609177341263,0.548326353841797,5.388030962847887e-06
c19,3,0.492120437078706,0.5573306692032305,0.24661203663333256
c404,3,0.4741231812321991,0.5475461986174885,3.475530766889074e-06
c301,3,0.4818165050253591,0.5502656156382209,0.00021090834370611966
c695,3,0.46056908129230684,0.5444711602135668,5.4458138004983265e-09
c645,3,0.45838668237447305,0.5432941170929289,7.307043485446907e-10
c170,3,0.4529797854484232,0.5411341031567428,6.466890453126756e-11
c135,3,0.4750551130312358,0.5496010917893165,7.924440996816571e-06
c95,3,0.45194090133547504,0.5423348963467627,2.3678497480539084e-11
c114,3,0.4750191511305168,0.549586552184062,1.3318357293481112e-05
c528,3,0.4855592394606853,0.5518582022678284,0.0038750425399221
c591,3,0.47543741219295144,0.5507773591315506,1.4768833011261105e-05
c981,3,0.4793694048693238,0.5493504781266898,0.00012009352793041784
c265,3,0.4712533422493727,0.5464071022795369,8.16582994300171e-07
c720,3,0.4619230023405657,0.5479321425092532,2.4907526738371605e-08
c171,3,0.4666248716250234,0.5463953720679711,8.067577755388134e-08
c343,3,0.47814529741835954,0.5516274416603351,7.940357978671239e-05
c220,3,0.4760817360799974,0.5477981883676625,1.0983678645244418e-05
c128,3,0.4864698914246811,0.5507782289046649,0.003036167079313057
c348,3,0.48916361221302246,0.5528054040187091,0.04338086965724007
c710,3,0.48978369272462174,0.5578613540132824,0.11508892296235337
c731,3,0.4682337711437412,0.54872146145675,3.3377339407103523e-07
c323,3,0.46489641546017924,0.5454470123589561,1.6476312344305408e-08
c470,3,0.4595538418690534,0.5424060591163877,4.5514264119074564e-10
c407,3,0.46488016153252876,0.5462026235234674,2.7675813817034282e-08
c99,3,0.4639060856058571,0.5449345350892403,1.1554315929692442e-08
c345,3,0.47730681842882783,0.5495357637617705,2.7704372623422814e-05
c123,3,0.47824064968095037,0.5509294209010464,8.271620275522216e-05
c776,3,0.45643037415850934,0.5419132425844241,2.0331902854307296e-10
c476,3,0.4899435582273874,0.5564292040387768,0.0717719231489894
c571,3,0.46383545313736313,0.5486420809440375,2.6341603155782956e-08
c174,3,0.47523001163451273,0.5501499625921416,2.7726451508519207e-05
c823,3,0.47213962189381875,0.547313188667033,8.729567730149967e-07
c579,3,0.47901685124075816,0.5497786102002402,7.392120724330089e-05
c153,3,0.4794151744238808,0.551758356036058,0.0002529966745005069
c262,3,0.485759834283339,0.553700197994844,0.008681545749819856
c988,3,0.4721480997637135,0.5495003395236622,5.117744585731167e-06
c237,3,0.44777406023466326,0.5435051580006578,4.583770117923577e-12
c136,3,0.47097113250818884,0.5473274578259927,6.284846399743022e-07
c736,3,0.48355128154173,0.5519044790416942,0.0015794902586957322
c169,3,0.49167798516934985,0.5543532105355324,0.12766276719783654
c66,3,0.4841695814592726,0.5529161076296026,0.0021770921483085927
c557,3,0.4786958561902941,0.5477234028490733,3.064878761014994e-05
c199,3,0.4795647546734127,0.5529867283915849,0.0004965204996519805
c634,3,0.4931905017549573,0.5543274618113141,0.14242049441359295
c242,3,0.47612960364312057,0.5485135129748928,8.297319368775487e-06
c133,3,0.48297533074957,0.5518363454006227,0.0008875854036904273
c622,3,0.48272115588766645,0.5503649447507806,0.0006346309361140226
c235,3,0.47262471137049544,0.5489595139348602,3.5183736291990985e-06
c143,3,0.4718398406610477,0.5490878885049522,3.304679784517876e-06
c106,3,0.4745792802580354,0.5511208188533259,1.8497228158325487e-05
c820,3,0.48211174382893124,0.5513585807630231,0.000725564684577185
c296,3,0.4738143193055976,0.5496215508999487,1.1497680627669488e-05
c846,3,0.47232310770469854,0.5485261901211529,2.0360272070789377e-06
c181,3,0.49207648437776796,0.5530167336450293,0.07018784110473658
c340,3,0.4645384582629012,0.5481593208197865,6.009194274136931e-08
c831,3,0.4786465644458169,0.547451865111491,1.4337582461786187e-05
c333,3,0.4903027877615978,0.5522070779454078,0.030368160210331382
c43,3,0.4736831836003397,0.5470446424530424,9.457018436962968e-07
c379,3,0.4665698860459161,0.548286790817153,1.5582809126033234e-07
c545,3,0.45710654845474646,0.5447949927983895,2.149367635001917e-09
c224,3,0.48573123414459607,0.5485154645425041,0.001351123416760255
c522,3,0.48713237451085045,0.5537507667432587,0.01765388950529492
c909,3,0.4747901245908986,0.5502100310266165,2.0620875148787147e-05
c101,3,0.4778996406832518,0.5504051113601485,4.071597766948716e-05
c71,3,0.476960432992501,0.5479476233608477,2.0233481445972313e-05
c896,3,0.48919543703472,0.5566091690566362,0.03288063821064925
c256,3,0.4919540720965888,0.5614871668685548,1.585372317458767
c424,3,0.48266441876425237,0.5503818955676529,0.0003894522366763067
c370,3,0.49188460722571314,0.555694838284827,0.18304283430432214
c917,3,0.48475451441396533,0.551543130429154,0.0011879850702227893
c431,3,0.49218962730406324,0.5565463249041491,0.5429229195293632
c251,3,0.467616878412515,0.5475764546494932,1.3095544738092626e-07
c365,3,0.4928312541835922,0.5525411877626262,0.1881068548289604
c244,3,0.45803091632719395,0.5421590254438063,4.846429233782282e-10
c83,3,0.464774743118051,0.5443361233679642,2.2284595367885402e-08
c188,3,0.4757318521028452,0.5519244640753683,3.1250263293432975e-05
c971,3,0.47753720933679505,0.5485247178142246,4.969818664877447e-05
c893,3,0.4640033651435418,0.5462918648015465,4.073811354715405e-08
c180,3,0.472389249231209,0.548294141439032,2.1477214078402944e-06
c147,3,0.4738887593889767,0.5485998800353509,6.425770956256706e-06
c443,3,0.48237088768522857,0.5501800530789989,0.00020910481396310037
c943,3,0.46588436942148514,0.5457114209145822,1.0065461803524936e-07
c309,3,0.49095404154483946,0.5553529342435226,0.07988983561403247
c303,3,0.467840351572815,0.5466432891246846,3.4795691309550156e-07
c763,3,0.48581579054317503,0.552930492042614,0.008213597249448912
c985,3,0.4921295749888911,0.5579580360838634,0.8240489137840615
c709,3,0.4923516489430694,0.5573466694623379,1.1817294150823403
c336,3,0.4907886531831019,0.5540005956813439,0.045685842867454765
c313,3,0.48667895334672395,0.552501929078707,0.007560552011162018
c87,3,0.4612764818465619,0.5433098068694987,3.1496098831218542e-09
c538,3,0.4745415511690014,0.5480854373338444,5.897095731286102e-06
c547,3,0.470905396354591,0.5503164378899165,1.8339223012196522e-06
c785,3,0.46263866267332643,0.5467565793115203,1.3563484313873894e-08
c679,3,0.4598455958680441,0.5431606535137097,9.431775400930138e-10
c243,3,0.4802361699517151,0.5541507867102741,0.000927427476570807
c366,3,0.47740149352924455,0.5515294730696041,1.6997846849136466e-05
c140,3,0.4681943870548212,0.5449325861912573,8.378877952938286e-08
c550,3,0.48456335581856114,0.5534741517370517,0.0026883350597908247
c325,3,0.4811632419388311,0.5497365064086132,0.00018329300998897146
c614,3,0.4830978293247604,0.5478258379742917,0.00019172572682710055
c120,3,0.4925406751055922,0.5538802377024117,0.19931787151302277
c592,3,0.4722379586414083,0.5506080068255008,8.079172754474012e-06
c519,3,0.4732271235947963,0.5483442960591364,3.780185345652192e-06
c355,3,0.4619086823743741,0.5416605114269621,1.8490626459717769e-09
c29,3,0.4800378741626574,0.5535688974641054,0.0004380355457575191
c701,3,0.47988789897688033,0.5534782689210427,0.0002289085071588218
c668,3,0.4751523311720941,0.5475764407698057,4.074209974922032e-06
c539,3,0.4760295980231752,0.5484694668756473,9.781817738820251e-06
c533,3,0.4687428997898256,0.5477556684564829,3.3697401098081367e-07
c744,3,0.4711020820870482,0.5468270434411936,1.3141863818453278e-06
c576,3,0.4709153018893439,0.549138520773232,1.281665328349774e-06
c673,3,0.48437206541802996,0.5532443706676523,0.0008895774180483815
c566,3,0.4821927978057807,0.5533215010648451,0.001114958170145215
c950,3,0.4721201839544231,0.5488923232772754,3.435866136975674e-06
c245,3,0.4720557924353205,0.5478793706522265,1.0525192323545063e-06
c183,3,0.45327364714979346,0.541451645435818,1.0082205597240085e-10
c436,3,0.4738880830770724,0.550714308877361,3.9004112349675436e-06
c582,3,0.46891753097160505,0.5479140097872548,4.2513009433884613e-07
c853,3,0.4693116171934039,0.5465880266445784,4.5937346493903437e-07
c664,3,0.4929091588165778,0.5556740275518718,0.4480909271679217
c438,3,0.4715060626550893,0.5488536632857406,1.48215058842204e-06
c585,3,0.4645627606301968,0.5498406202979882,1.497175563475148e-07
c115,3,0.47740429264310824,0.550725199685876,4.851884091703819e-05
c946,3,0.48638848546120067,0.5507925175439605,0.002561880809900913
c441,3,0.46820473671436325,0.5491585304769118,3.7380570107461424e-07
c203,3,0.47432993615470653,0.5514533384559648,1.8674623875636784e-05
c727,3,0.4836920223384802,0.5506064375011412,0.0015664005986381108
c241,3,0.4776616861428409,0.551734172388936,0.0001132369836719204
c367,3,0.48828066431803496,0.5552814738163513,0.01513744881206808
c48,3,0.4850524134707275,0.5539559170222139,0.004129851975982792
c986,3,0.4877874861850294,0.5534582235452553,0.018628285611987965
c398,3,0.4775599297137112,0.552628552077546,8.860100274066582e-05
c607,3,0.47153954254482505,0.5489670101179014,1.191634229782206e-06
c109,3,0.48472156935625993,0.5511003235283476,0.0011469088095145054
c97,3,0.4845980186848792,0.5520557601561791,0.002358337759019576
c67,3,0.4820017830165705,0.552628635003912,0.001001529002139335
c17,3,0.4782262624117688,0.5524161415642335,0.00018264734672669315
c401,3,0.47713619294624793,0.5504640789896627,3.7907592742864985e-05
c941,3,0.4692946297361875,0.5492046660296996,5.513219068589949e-07
c178,3,0.4920585217204479,0.5609804777696824,1.2720740856667179
c525,3,0.4783032994300259,0.5518756724087275,9.466439401991645e-05
c406,3,0.4545620388856646,0.5425487544764444,5.2046740660970445e-11
c204,3,0.4746977698215513,0.5501102652795183,1.1651130305325433e-05
c813,3,0.4921353333303136,0.5579699319570455,0.5555023212854989
c40,3,0.46491958428692787,0.5425074149322618,1.1810678810127694e-08
c497,3,0.4689288985423151,0.5460535109360463,2.988526423218501e-07
c544,3,0.4887039693673626,0.5552184898932094,0.02356860119591123
c726,3,0.49216890355535636,0.5548447954525713,0.17857861815048356
c10,3,0.4750026582114422,0.5492021830100173,2.3965479124932967e-05
c254,3,0.4677397298015902,0.5486364350017363,2.3106807279903695e-07
c910,3,0.49191860859995984,0.557895525570629,0.5331655201062452
