Community,Status,CUE,Abundance
2,Extinction,-0.5975338865481954,"[4.67018580e+00 6.12830284e-23 4.04775504e-18 1.01092950e-10
 6.03281660e-33 3.81928017e-15 5.94549787e+00 1.47507476e-41
 5.97954571e-30 1.48698062e-02 4.79359648e-01 3.69954252e-01
 2.33755080e+00 2.19482087e+00 3.83152324e-01]"
2,Extinction,-6.692673781223939,"[4.67018580e+00 6.12830284e-23 4.04775504e-18 1.01092950e-10
 6.03281660e-33 3.81928017e-15 5.94549787e+00 1.47507476e-41
 5.97954571e-30 1.48698062e-02 4.79359648e-01 3.69954252e-01
 2.33755080e+00 2.19482087e+00 3.83152324e-01]"
2,Extinction,-1.3721446723192008,"[4.67018580e+00 6.12830284e-23 4.04775504e-18 1.01092950e-10
 6.03281660e-33 3.81928017e-15 5.94549787e+00 1.47507476e-41
 5.97954571e-30 1.48698062e-02 4.79359648e-01 3.69954252e-01
 2.33755080e+00 2.19482087e+00 3.83152324e-01]"
3,Survival,0.7294255215933777,"[6.73392647e-69 7.91079956e-47 3.15447851e-67 6.32421211e-57
 5.38623506e-45 5.17988721e-48 1.67876900e-58 4.10007055e+00
 1.64081849e-35 9.67886378e-01 1.54168552e+00 8.33296636e-52
 3.26308172e-33 1.89122735e-29 2.52952988e-67 1.10786354e-45
 4.97286728e+00 6.14154812e-82 5.03138855e-64 1.14108525e-11
 7.15363481e-01 4.32328147e-01 4.23098792e-01 1.36844872e+00
 4.23864196e-01]"
3,Survival,0.6501997472103573,"[6.73392647e-69 7.91079956e-47 3.15447851e-67 6.32421211e-57
 5.38623506e-45 5.17988721e-48 1.67876900e-58 4.10007055e+00
 1.64081849e-35 9.67886378e-01 1.54168552e+00 8.33296636e-52
 3.26308172e-33 1.89122735e-29 2.52952988e-67 1.10786354e-45
 4.97286728e+00 6.14154812e-82 5.03138855e-64 1.14108525e-11
 7.15363481e-01 4.32328147e-01 4.23098792e-01 1.36844872e+00
 4.23864196e-01]"
3,Survival,0.5468494481853184,"[6.73392647e-69 7.91079956e-47 3.15447851e-67 6.32421211e-57
 5.38623506e-45 5.17988721e-48 1.67876900e-58 4.10007055e+00
 1.64081849e-35 9.67886378e-01 1.54168552e+00 8.33296636e-52
 3.26308172e-33 1.89122735e-29 2.52952988e-67 1.10786354e-45
 4.97286728e+00 6.14154812e-82 5.03138855e-64 1.14108525e-11
 7.15363481e-01 4.32328147e-01 4.23098792e-01 1.36844872e+00
 4.23864196e-01]"
3,Survival,0.7535207838941912,"[6.73392647e-69 7.91079956e-47 3.15447851e-67 6.32421211e-57
 5.38623506e-45 5.17988721e-48 1.67876900e-58 4.10007055e+00
 1.64081849e-35 9.67886378e-01 1.54168552e+00 8.33296636e-52
 3.26308172e-33 1.89122735e-29 2.52952988e-67 1.10786354e-45
 4.97286728e+00 6.14154812e-82 5.03138855e-64 1.14108525e-11
 7.15363481e-01 4.32328147e-01 4.23098792e-01 1.36844872e+00
 4.23864196e-01]"
3,Extinction,-0.6148890014874419,"[6.73392647e-69 7.91079956e-47 3.15447851e-67 6.32421211e-57
 5.38623506e-45 5.17988721e-48 1.67876900e-58 4.10007055e+00
 1.64081849e-35 9.67886378e-01 1.54168552e+00 8.33296636e-52
 3.26308172e-33 1.89122735e-29 2.52952988e-67 1.10786354e-45
 4.97286728e+00 6.14154812e-82 5.03138855e-64 1.14108525e-11
 7.15363481e-01 4.32328147e-01 4.23098792e-01 1.36844872e+00
 4.23864196e-01]"
3,Extinction,0.1743387219809038,"[6.73392647e-69 7.91079956e-47 3.15447851e-67 6.32421211e-57
 5.38623506e-45 5.17988721e-48 1.67876900e-58 4.10007055e+00
 1.64081849e-35 9.67886378e-01 1.54168552e+00 8.33296636e-52
 3.26308172e-33 1.89122735e-29 2.52952988e-67 1.10786354e-45
 4.97286728e+00 6.14154812e-82 5.03138855e-64 1.14108525e-11
 7.15363481e-01 4.32328147e-01 4.23098792e-01 1.36844872e+00
 4.23864196e-01]"
3,Extinction,-0.4023396526350866,"[6.73392647e-69 7.91079956e-47 3.15447851e-67 6.32421211e-57
 5.38623506e-45 5.17988721e-48 1.67876900e-58 4.10007055e+00
 1.64081849e-35 9.67886378e-01 1.54168552e+00 8.33296636e-52
 3.26308172e-33 1.89122735e-29 2.52952988e-67 1.10786354e-45
 4.97286728e+00 6.14154812e-82 5.03138855e-64 1.14108525e-11
 7.15363481e-01 4.32328147e-01 4.23098792e-01 1.36844872e+00
 4.23864196e-01]"
3,Extinction,0.001103874216203003,"[6.73392647e-69 7.91079956e-47 3.15447851e-67 6.32421211e-57
 5.38623506e-45 5.17988721e-48 1.67876900e-58 4.10007055e+00
 1.64081849e-35 9.67886378e-01 1.54168552e+00 8.33296636e-52
 3.26308172e-33 1.89122735e-29 2.52952988e-67 1.10786354e-45
 4.97286728e+00 6.14154812e-82 5.03138855e-64 1.14108525e-11
 7.15363481e-01 4.32328147e-01 4.23098792e-01 1.36844872e+00
 4.23864196e-01]"
3,Extinction,0.3078329489626376,"[6.73392647e-69 7.91079956e-47 3.15447851e-67 6.32421211e-57
 5.38623506e-45 5.17988721e-48 1.67876900e-58 4.10007055e+00
 1.64081849e-35 9.67886378e-01 1.54168552e+00 8.33296636e-52
 3.26308172e-33 1.89122735e-29 2.52952988e-67 1.10786354e-45
 4.97286728e+00 6.14154812e-82 5.03138855e-64 1.14108525e-11
 7.15363481e-01 4.32328147e-01 4.23098792e-01 1.36844872e+00
 4.23864196e-01]"
3,Extinction,0.25549849591766827,"[6.73392647e-69 7.91079956e-47 3.15447851e-67 6.32421211e-57
 5.38623506e-45 5.17988721e-48 1.67876900e-58 4.10007055e+00
 1.64081849e-35 9.67886378e-01 1.54168552e+00 8.33296636e-52
 3.26308172e-33 1.89122735e-29 2.52952988e-67 1.10786354e-45
 4.97286728e+00 6.14154812e-82 5.03138855e-64 1.14108525e-11
 7.15363481e-01 4.32328147e-01 4.23098792e-01 1.36844872e+00
 4.23864196e-01]"
3,Extinction,-0.04985795072655325,"[6.73392647e-69 7.91079956e-47 3.15447851e-67 6.32421211e-57
 5.38623506e-45 5.17988721e-48 1.67876900e-58 4.10007055e+00
 1.64081849e-35 9.67886378e-01 1.54168552e+00 8.33296636e-52
 3.26308172e-33 1.89122735e-29 2.52952988e-67 1.10786354e-45
 4.97286728e+00 6.14154812e-82 5.03138855e-64 1.14108525e-11
 7.15363481e-01 4.32328147e-01 4.23098792e-01 1.36844872e+00
 4.23864196e-01]"
3,Extinction,0.38428962898923436,"[6.73392647e-69 7.91079956e-47 3.15447851e-67 6.32421211e-57
 5.38623506e-45 5.17988721e-48 1.67876900e-58 4.10007055e+00
 1.64081849e-35 9.67886378e-01 1.54168552e+00 8.33296636e-52
 3.26308172e-33 1.89122735e-29 2.52952988e-67 1.10786354e-45
 4.97286728e+00 6.14154812e-82 5.03138855e-64 1.14108525e-11
 7.15363481e-01 4.32328147e-01 4.23098792e-01 1.36844872e+00
 4.23864196e-01]"
3,Extinction,0.22261663663235903,"[6.73392647e-69 7.91079956e-47 3.15447851e-67 6.32421211e-57
 5.38623506e-45 5.17988721e-48 1.67876900e-58 4.10007055e+00
 1.64081849e-35 9.67886378e-01 1.54168552e+00 8.33296636e-52
 3.26308172e-33 1.89122735e-29 2.52952988e-67 1.10786354e-45
 4.97286728e+00 6.14154812e-82 5.03138855e-64 1.14108525e-11
 7.15363481e-01 4.32328147e-01 4.23098792e-01 1.36844872e+00
 4.23864196e-01]"
3,Extinction,0.6506055193332377,"[6.73392647e-69 7.91079956e-47 3.15447851e-67 6.32421211e-57
 5.38623506e-45 5.17988721e-48 1.67876900e-58 4.10007055e+00
 1.64081849e-35 9.67886378e-01 1.54168552e+00 8.33296636e-52
 3.26308172e-33 1.89122735e-29 2.52952988e-67 1.10786354e-45
 4.97286728e+00 6.14154812e-82 5.03138855e-64 1.14108525e-11
 7.15363481e-01 4.32328147e-01 4.23098792e-01 1.36844872e+00
 4.23864196e-01]"
3,Extinction,0.515422965659171,"[6.73392647e-69 7.91079956e-47 3.15447851e-67 6.32421211e-57
 5.38623506e-45 5.17988721e-48 1.67876900e-58 4.10007055e+00
 1.64081849e-35 9.67886378e-01 1.54168552e+00 8.33296636e-52
 3.26308172e-33 1.89122735e-29 2.52952988e-67 1.10786354e-45
 4.97286728e+00 6.14154812e-82 5.03138855e-64 1.14108525e-11
 7.15363481e-01 4.32328147e-01 4.23098792e-01 1.36844872e+00
 4.23864196e-01]"
3,Extinction,-0.4460736183929833,"[6.73392647e-69 7.91079956e-47 3.15447851e-67 6.32421211e-57
 5.38623506e-45 5.17988721e-48 1.67876900e-58 4.10007055e+00
 1.64081849e-35 9.67886378e-01 1.54168552e+00 8.33296636e-52
 3.26308172e-33 1.89122735e-29 2.52952988e-67 1.10786354e-45
 4.97286728e+00 6.14154812e-82 5.03138855e-64 1.14108525e-11
 7.15363481e-01 4.32328147e-01 4.23098792e-01 1.36844872e+00
 4.23864196e-01]"
3,Extinction,0.2540208759652945,"[6.73392647e-69 7.91079956e-47 3.15447851e-67 6.32421211e-57
 5.38623506e-45 5.17988721e-48 1.67876900e-58 4.10007055e+00
 1.64081849e-35 9.67886378e-01 1.54168552e+00 8.33296636e-52
 3.26308172e-33 1.89122735e-29 2.52952988e-67 1.10786354e-45
 4.97286728e+00 6.14154812e-82 5.03138855e-64 1.14108525e-11
 7.15363481e-01 4.32328147e-01 4.23098792e-01 1.36844872e+00
 4.23864196e-01]"
3,Extinction,-2.5044325857887633,"[6.73392647e-69 7.91079956e-47 3.15447851e-67 6.32421211e-57
 5.38623506e-45 5.17988721e-48 1.67876900e-58 4.10007055e+00
 1.64081849e-35 9.67886378e-01 1.54168552e+00 8.33296636e-52
 3.26308172e-33 1.89122735e-29 2.52952988e-67 1.10786354e-45
 4.97286728e+00 6.14154812e-82 5.03138855e-64 1.14108525e-11
 7.15363481e-01 4.32328147e-01 4.23098792e-01 1.36844872e+00
 4.23864196e-01]"
3,Extinction,-0.23950165592985528,"[6.73392647e-69 7.91079956e-47 3.15447851e-67 6.32421211e-57
 5.38623506e-45 5.17988721e-48 1.67876900e-58 4.10007055e+00
 1.64081849e-35 9.67886378e-01 1.54168552e+00 8.33296636e-52
 3.26308172e-33 1.89122735e-29 2.52952988e-67 1.10786354e-45
 4.97286728e+00 6.14154812e-82 5.03138855e-64 1.14108525e-11
 7.15363481e-01 4.32328147e-01 4.23098792e-01 1.36844872e+00
 4.23864196e-01]"
3,Extinction,0.7333074978017387,"[6.73392647e-69 7.91079956e-47 3.15447851e-67 6.32421211e-57
 5.38623506e-45 5.17988721e-48 1.67876900e-58 4.10007055e+00
 1.64081849e-35 9.67886378e-01 1.54168552e+00 8.33296636e-52
 3.26308172e-33 1.89122735e-29 2.52952988e-67 1.10786354e-45
 4.97286728e+00 6.14154812e-82 5.03138855e-64 1.14108525e-11
 7.15363481e-01 4.32328147e-01 4.23098792e-01 1.36844872e+00
 4.23864196e-01]"
