Community,Species,r,Species CUE
Community 3,Species 3,-0.08582542522187642,-1.8278953774047286
Community 3,Species 4,-0.04149679723351739,-1.024933663816842
Community 3,Species 5,0.02333252833465012,-0.475703841521499
Community 3,Species 6,0.0050207362414300405,-0.4451196994349269
Community 3,Species 7,-0.04291171906676931,-1.1676616355576217
Community 3,Species 8,0.34007203709186345,0.48304700050349847
Community 3,Species 9,0.06181649604334283,-0.21318471185875942
Community 3,Species 10,0.22644046722131866,0.24868000424662307
Community 3,Species 11,0.669560618466343,0.6072655080795089
Community 3,Species 12,-0.08418591280757509,-1.6443903627876852
Community 3,Species 13,0.16780261918068184,0.05155237772476918
Community 3,Species 14,0.634162444976675,0.5663517970556888
Community 3,Species 15,-0.08064994030112548,-1.6636671617205463
Community 3,Species 16,0.3137760470098862,0.30899503017904334
Community 3,Species 17,-0.0424545214157893,-1.0613522056755256
Community 3,Species 18,0.49503522583620563,0.503093163990471
Community 3,Species 19,-0.1335175504029862,-3.4957242697074133
Community 3,Species 20,0.22075665417265028,0.3339310147500808
Community 3,Species 21,0.19415071190942793,0.3402973182536968
Community 3,Species 22,0.06931237664814863,-0.21529730137084946
Community 3,Species 23,-0.03596990290085926,-0.897823996849785
Community 3,Species 24,-0.07585990684152538,-1.4354051163697803
Community 3,Species 25,0.07009193140027131,-0.25122868784962
Community 3,Species 26,0.11561519426630204,-0.061174379882971745
Community 3,Species 27,0.5700628836721413,0.46232799050797396
Community 3,Species 28,0.31126636863192325,0.3372849947514773
Community 3,Species 29,0.27573399621971856,0.37226311369442333
Community 3,Species 30,0.07616202267229308,-0.19801629042183821
Community 3,Species 31,0.3287588279177843,0.3918074680507129
Community 3,Species 32,0.4688104906464266,0.5009804210694059
Community 3,Species 33,-0.11154327313470364,-2.1407659102192427
Community 3,Species 34,0.280812068542038,0.30253032191313645
Community 3,Species 35,-0.025570235653225817,-0.8826846403542712
Community 3,Species 36,0.4025997589139828,0.37964002508139955
Community 3,Species 37,-0.08777125489984189,-1.732263420848386
Community 3,Species 38,0.5079167808213959,0.48308555877758547
Community 3,Species 39,-0.004616074093486494,-0.6794677006737823
Community 3,Species 40,0.32385526266886744,0.2988850185650186
Community 3,Species 41,0.23687810497343958,0.25416268745577536
Community 3,Species 42,-0.12724352238145775,-2.7698637591199877
Community 3,Species 43,0.3568375049473377,0.43289236248330076
Community 3,Species 44,0.177984819920598,0.10909238317067631
Community 3,Species 45,-0.07434708249079983,-1.4235309917772077
Community 3,Species 46,-0.018241024475735834,-0.7759050954175355
Community 3,Species 47,-0.16546719635472795,-8.679098658353508
Community 3,Species 48,0.05001149255254954,-0.30464421575498385
Community 3,Species 49,-0.011184804037973145,-0.6111133370251958
Community 3,Species 50,-0.09850544708195655,-2.1560722649317876
Community 3,Species 51,-0.08075859166163059,-1.4202147231518616
Community 3,Species 52,0.009461975628350716,-0.2219380944072349
Community 3,Species 53,-0.059344468506798545,-1.2290688932152851
Community 3,Species 54,-0.012913593297868481,-0.586604998877058
Community 3,Species 55,0.6741122363468175,0.5844905098627617
Community 3,Species 56,0.27795097088389786,0.28692356069943653
Community 3,Species 57,-0.08331231021244587,-1.5062277157793154
Community 3,Species 58,-0.0536176125027559,-1.1615097890904766
Community 3,Species 59,-0.05878745727168001,-1.1558893815681366
Community 3,Species 60,0.5799385168837784,0.5361030276351575
Community 3,Species 61,-0.05307800611067154,-1.0596396785814641
Community 3,Species 62,0.14936263450179824,0.037768125272147256
Community 3,Species 63,0.21729313121105748,0.19409273077325656
Community 3,Species 64,0.10485189959123134,0.03970121093412349
Community 3,Species 65,0.35652402714540016,0.4225499641967968
Community 3,Species 66,0.35649135968063705,0.4413476136693263
Community 3,Species 67,0.021536445998395465,-0.46704081530545993
Community 3,Species 68,-0.0468015832097748,-1.0634936080865742
Community 3,Species 69,0.13978874720066542,0.25590341461908156
Community 3,Species 70,0.0922193955245875,-0.057462629435224136
Community 3,Species 71,-0.015679178559941387,-0.5460876962518242
Community 3,Species 72,0.5922132777051248,0.4813156057902158
Community 3,Species 73,0.11406710607779524,-0.024481173737639302
Community 3,Species 74,-0.09598587301640654,-1.9539296634286416
Community 3,Species 75,0.6012748261644506,0.506794081711542
Community 3,Species 76,0.3742338023674682,0.4249755773164962
Community 3,Species 77,0.2720524052170229,0.42837584504452153
Community 3,Species 78,-0.027345006831063584,-0.5816450778201799
Community 3,Species 79,0.4872943755849997,0.5049952771597442
Community 3,Species 80,-0.085096306280179,-1.6953603555944012
Community 3,Species 81,0.31604376019102337,0.3759772452706886
Community 3,Species 82,0.46760446194350463,0.4796383527183456
Community 3,Species 83,0.48162755213209846,0.49803286015304865
Community 3,Species 84,-0.05183810657457466,-1.0996502655606277
Community 3,Species 85,-0.07472001084058238,-1.3948071046624992
Community 3,Species 86,-0.002847667076978047,-0.5696083881285461
Community 3,Species 87,0.1839790496707856,0.10992208776784615
Community 3,Species 88,0.036304950379201645,-0.3053607224916361
Community 3,Species 89,0.2705452898275107,0.3135133243753305
Community 3,Species 90,0.1960996118289027,0.211505302006122
Community 3,Species 91,-0.0017119886438999726,-0.732126191039765
Community 3,Species 92,0.052186792025212064,-0.29708274843517624
Community 3,Species 93,-0.0811936391465862,-1.2616144986083653
Community 3,Species 94,0.1829681917282138,0.1758393327326815
Community 3,Species 95,0.33311578364324795,0.33611626413760204
Community 3,Species 96,-0.13446676784091918,-2.9939040222423543
Community 3,Species 97,0.2992992908132057,0.33642997188785007
Community 3,Species 98,-0.06479785198254007,-1.2853997375812587
Community 3,Species 99,0.49662375801692465,0.4540594523199851
Community 3,Species 100,0.5912946576650024,0.5402830775379035
Community 3,Species 101,0.3254014142574101,0.3163367687114236
Community 3,Species 102,-0.03454570107296845,-0.7957179826895768
Community 3,Species 103,-0.07591336724772413,-1.5512564203215256
Community 3,Species 104,0.31014390179307433,0.3397700203454412
Community 3,Species 105,-0.0918757188133347,-2.1860557478507423
Community 3,Species 106,0.5468790470898358,0.45826061748381003
Community 3,Species 107,0.5160933580220844,0.5237916223677062
Community 3,Species 108,0.29737894763606015,0.3019063559602183
Community 3,Species 109,0.20619140653824505,0.24605819962867903
Community 3,Species 110,0.0014093322784803491,-0.5457023290483094
Community 3,Species 111,0.3564961381947246,0.42956070999193147
Community 3,Species 112,-0.011809201181724405,-0.548673006567866
Community 3,Species 113,-0.08822517030211027,-1.543375428544369
Community 3,Species 114,0.2812627394208412,0.3703064638080394
Community 3,Species 115,-0.08115862268955923,-1.8268266121598369
Community 3,Species 116,-0.1334281438766273,-2.9038897782511732
Community 3,Species 117,0.7292769478773011,0.545053360686154
Community 3,Species 118,0.1928622278576234,0.1368395543188568
Community 3,Species 119,0.05245796184539246,-0.22222182704316418
Community 3,Species 120,0.46389081251936315,0.4636169606119059
Community 3,Species 121,0.07577543865396869,-0.1699028818862061
Community 3,Species 122,0.006337830088889232,-0.6828446433388596
Community 3,Species 123,0.32574058786401355,0.2685249416659048
Community 3,Species 124,0.4322585675963304,0.46053443433955676
Community 3,Species 125,0.2587764247713999,0.3852439875411807
Community 3,Species 126,0.27615487729165167,0.2775544866341306
Community 3,Species 127,-0.10079408718787453,-2.140342390308974
Community 3,Species 128,-0.06507665498639323,-1.4049039087610027
Community 3,Species 129,0.2967560002349218,0.29746781187940613
Community 3,Species 130,0.2229917485773529,0.3228919122903639
Community 3,Species 131,0.20588182919017808,0.14991306119450565
Community 3,Species 132,-0.012187763321687736,-0.5936836398980245
Community 3,Species 133,0.21657971251155655,0.20334078749428133
Community 3,Species 134,0.20202679257320663,0.37059571720925416
Community 3,Species 135,-0.0221944859612849,-0.7748487284691329
Community 3,Species 136,-0.049707905649108625,-1.149288718211751
Community 3,Species 137,0.38438163585355833,0.41042948752454816
Community 3,Species 138,0.24926551383639653,0.3414682185933587
Community 3,Species 139,0.23095652539794764,0.22264444089054042
Community 3,Species 140,-0.06129739797024229,-1.116884145660208
Community 3,Species 141,-0.06927789280535104,-1.4722097616845966
Community 3,Species 142,-0.146953878328448,-4.866546556120582
Community 3,Species 143,0.37805364129962676,0.33903803716213043
Community 3,Species 144,0.46421057109397934,0.47959302681616095
Community 3,Species 145,0.3865311788858065,0.46647844313094267
Community 3,Species 146,-0.07449995596999151,-1.2407394142621186
Community 3,Species 147,0.05907039099056527,0.07307466126681994
Community 3,Species 148,-0.014522125235070849,-0.7362060676624961
Community 3,Species 149,0.5124294185675616,0.49185799432206045
Community 3,Species 150,-0.025471643499892185,-0.7052220461696389
Community 3,Species 151,-0.03384334272976945,-0.7098936011640704
Community 3,Species 152,-0.09067400148962101,-1.7624270656425096
Community 3,Species 153,0.3145725500189209,0.33330767755356544
Community 3,Species 154,0.17463323843179804,0.2542864708835459
Community 3,Species 155,-0.13812529283411099,-4.199520027574332
Community 3,Species 156,0.34437649029654843,0.45654883150492415
Community 3,Species 157,0.23924127627107655,0.2494743406812523
Community 3,Species 158,0.17894581315215496,0.22644789587910444
Community 3,Species 159,-0.03237727908388914,-0.8241454958549822
Community 3,Species 160,0.012872118708678326,-0.5058269861711673
Community 3,Species 161,-0.02298425042068704,-0.8000572121808416
Community 3,Species 162,-0.10401369378253492,-2.006422093474116
Community 3,Species 163,0.21136888513271215,0.21528517665397942
Community 3,Species 164,0.3489170816970423,0.3494321692475341
Community 3,Species 165,0.6218269401151892,0.5360873946438861
Community 3,Species 166,0.354890698570696,0.45885883244443204
Community 3,Species 167,0.3382556393071635,0.41282517175492534
Community 3,Species 168,0.3899400102941813,0.34598573192054666
Community 3,Species 169,0.3273478808745351,0.4266448562956675
Community 3,Species 170,-0.08866047289372972,-1.8886145562008885
Community 3,Species 171,-0.1144079569437448,-2.279202806629767
Community 3,Species 172,0.12671749346215153,-0.017385460685259223
Community 3,Species 173,0.4790983937919503,0.5230984861899056
Community 3,Species 174,0.3660396504532819,0.3741610751507765
Community 3,Species 175,0.19481841945458966,0.1478163662167148
Community 3,Species 176,-0.08258260399557207,-1.4201843607079714
Community 3,Species 177,0.1878089743957024,0.17618323478124495
Community 3,Species 178,-0.09392187856264508,-1.7742323597125766
Community 3,Species 179,0.6144001740059503,0.5372651344017382
Community 3,Species 180,0.455564586558758,0.5022811195031064
Community 3,Species 181,-0.099409583985416,-1.6192029035603006
Community 3,Species 182,0.3085426996216183,0.3397365723417831
Community 3,Species 183,0.4283825364422387,0.3829721251176894
Community 3,Species 184,0.31231265843296396,0.40120366252810585
Community 3,Species 185,0.30192457164450026,0.3503784420183513
Community 3,Species 186,-0.08241711854241437,-1.493962521804361
Community 3,Species 187,0.4185841939011203,0.4160164771226976
Community 3,Species 188,0.01075985479058307,-0.537405186256371
Community 3,Species 189,0.18108659033545257,0.2928864562707441
Community 3,Species 190,0.36525133689901373,0.45130214648009764
Community 3,Species 191,0.14460401927160477,0.05712234908269426
Community 3,Species 192,0.2547422147172748,0.2762443140047576
Community 3,Species 193,-0.09618643748710509,-1.888106678525874
Community 3,Species 194,0.2555417520381019,0.27954043511957005
Community 3,Species 195,-0.09366750181631606,-1.7229846161449187
Community 3,Species 196,0.08470104653965524,-0.1828959214836358
Community 3,Species 197,0.029197902614087293,-0.39628441004271214
Community 3,Species 198,-0.08089426055960566,-1.6170030317047028
Community 3,Species 199,0.3545786030933325,0.4325566448477146
Community 3,Species 200,0.4143562942972696,0.4134463908101822
